#IMAGE
2 LARGE_TARGETS
779407519 441.514 570.383 441.514 570.383 3.89 3.09
779407536 439.724 570.335 439.724 570.335 3.9 3.09
779407553 439.752 568.73 439.752 568.73 3.9 3.08
779407603 439.137 565.842 439.137 565.842 3.9 3.08
779407636 440.42 562.303 440.42 562.303 3.91 3.07
779407653 438.844 562.585 438.844 562.585 3.91 3.07
779407686 438.976 559.834 438.976 559.834 3.9 3.06
779407703 439.401 557.548 439.401 557.548 3.9 3.05
779407719 438.318 558.469 438.318 558.469 3.89 3.05
779407736 437.781 557.129 437.781 557.129 3.88 3.04
779407753 438.224 557.28 438.224 557.28 3.88 3.03
779407769 437.765 556.451 437.765 556.451 3.87 3.02
779407786 437.457 556.263 437.457 556.263 3.87 3.02
779407803 436.45 557.674 436.45 557.674 3.87 3.02
779407836 661.958 562.7 661.958 562.7 3.86 3.02
779407853 849.54 565.675 849.54 565.675 3.85 3.04
779407903 894.471 571.32 894.471 571.32 3.86 3.06
779407920 900.198 574.955 900.198 574.955 3.85 3.08
779407953 897.984 577.748 897.984 577.748 3.84 3.11
779407969 902.073 581.386 902.073 581.386 3.85 3.11
779407986 903.774 581.872 903.774 581.872 3.84 3.12
779408003 903.539 583.202 903.539 583.202 3.83 3.13
779408019 903.738 584.347 903.738 584.347 3.82 3.14
779408036 904.683 586.114 904.683 586.114 3.82 3.14
779408053 905.498 586.76 905.498 586.76 3.81 3.13
779408069 905.619 587.414 905.619 587.414 3.8 3.12
779408086 906.689 587.939 906.689 587.939 3.8 3.12
779408103 907.555 587.209 907.555 587.209 3.8 3.11
779408119 907.5 586.046 907.5 586.046 3.79 3.11
779408153 579.507 576.475 579.507 576.475 3.78 3.08
779408203 461.283 568.007 461.283 568.007 3.79 3.08
779408236 459.792 562.83 459.792 562.83 3.79 3.07
779408253 456.457 555.965 456.457 555.965 3.79 3.06
779408269 455.57 553.575 455.57 553.575 3.78 3.05
779408286 454.929 548.622 454.929 548.622 3.78 3.04
779408303 453.718 546.752 453.718 546.752 3.79 3.04
779408319 453.036 544.681 453.036 544.681 3.79 3.03
779408336 453.709 541.368 453.709 541.368 3.8 3.04
779408353 454.112 539.487 454.112 539.487 3.8 3.03
779408369 454.297 538.92 454.297 538.92 3.8 3.04
779408386 454.71 539.429 454.71 539.429 3.8 3.04
779408403 454.535 540.47 454.535 540.47 3.8 3.04
779408419 454.744 540.744 454.744 540.744 3.79 3.04
779408453 454.429 541.098 454.429 541.098 3.79 3.03
779408503 454.416 541.449 454.416 541.449 3.78 3.03
779408519 453.932 542.111 453.932 542.111 3.79 3.02
779408553 453.721 541.702 453.721 541.702 3.78 3.03
09-different6 1
779409520 510.955 319.309 510.955 319.309 3.68 3.06
779409537 510.906 319.166 510.906 319.166 3.67 3.06
779409570 511.671 321.166 511.671 321.166 3.69 3.06
779409587 512.568 321.763 512.568 321.763 3.69 3.05
779409603 513.653 322.519 513.653 322.519 3.69 3.04
779409653 532.911 336.933 532.911 336.933 3.7 3.06
779409670 543.562 343.751 543.562 343.751 3.71 3.06
779409687 554.318 347.653 554.318 347.653 3.72 3.07
779409703 554.339 350.198 554.339 350.198 3.73 3.07
779409720 560.164 355.068 560.164 355.068 3.74 3.07
779409737 565.014 361.974 565.014 361.974 3.75 3.08
779409753 563.712 364.814 563.712 364.814 3.76 3.08
779409770 564.917 367.007 564.917 367.007 3.77 3.09
779409787 567.204 368.777 567.204 368.777 3.77 3.09
779409803 568.92 369.901 568.92 369.901 3.78 3.09
779409820 577.861 371.54 577.861 371.54 3.78 3.09
779409853 828.53 374.025 828.53 374.025 3.79 3.1
779409870 833.358 373.679 833.358 373.679 3.79 3.12
779409904 837.335 376.137 837.335 376.137 3.81 3.13
779409920 836.481 377.133 836.481 377.133 3.83 3.15
779409937 837.371 379.111 837.371 379.111 3.84 3.17
779409953 836.388 379.474 836.388 379.474 3.84 3.17
779409970 813.403 376.684 813.403 376.684 3.85 3.18
779409987 578.299 245.257 578.299 245.257 3.86 3.17
779410003 454.155 227.729 454.155 227.729 3.88 3.16
779410020 456.351 218.223 456.351 218.223 3.89 3.16
779410037 459.106 211.154 459.106 211.154 3.89 3.15
779410054 462.554 208.469 462.554 208.469 3.9 3.14
779410070 461.25 208.268 461.25 208.268 3.9 3.15
779410104 459.843 201.185 459.843 201.185 3.9 3.15
779410120 458.106 197.836 458.106 197.836 3.9 3.14
779410154 458.065 194.147 458.065 194.147 3.89 3.13
779410170 457.658 192.038 457.658 192.038 3.89 3.13
779410187 457.122 189.643 457.122 189.643 3.89 3.13
779410204 457.329 186.084 457.329 186.084 3.9 3.13
779410220 457.128 184.479 457.128 184.479 3.89 3.13
779410237 457.226 179.722 457.226 179.722 3.89 3.13
779410254 456.061 177.166 456.061 177.166 3.89 3.14
779410270 455.629 174.228 455.629 174.228 3.89 3.13
779410287 561.752 181.675 561.752 181.675 3.89 3.14
09-different6->S
10-same4 0
779411621 615.508 349.255 615.508 349.255 3.9 3.14
779411638 630.13 354.514 630.13 354.514 3.9 3.13
779411654 631.698 359.403 631.698 359.403 3.91 3.13
779411671 637.102 364.603 637.102 364.603 3.91 3.13
779411688 639.884 371.443 639.884 371.443 3.92 3.13
779411704 639.088 374.015 639.088 374.015 3.92 3.12
779411721 640.66 374.876 640.66 374.876 3.91 3.12
779411738 640.454 378.685 640.454 378.685 3.91 3.12
779411771 642.767 380.918 642.767 380.918 3.92 3.11
779411788 643.327 383.199 643.327 383.199 3.92 3.11
779411838 644.376 384.131 644.376 384.131 3.92 3.11
779411871 645.273 385.584 645.273 385.584 3.92 3.11
779411888 645.042 385.978 645.042 385.978 3.93 3.1
779411904 524.514 387.227 524.514 387.227 3.93 3.11
779411921 499.92 387.926 499.92 387.926 3.93 3.1
779411938 491.994 387.137 491.994 387.137 3.92 3.11
779411954 485.826 387.6 485.826 387.6 3.92 3.11
779411971 483.413 388.032 483.413 388.032 3.92 3.11
779411988 483.952 388.121 483.952 388.121 3.92 3.12
779412004 483.823 386.865 483.823 386.865 3.92 3.12
779412021 482.366 386.427 482.366 386.427 3.92 3.13
779412038 483.163 385.793 483.163 385.793 3.92 3.13
779412071 483.665 385.275 483.665 385.275 3.91 3.12
779412088 483.403 384.997 483.403 384.997 3.91 3.12
779412104 482.18 385.023 482.18 385.023 3.9 3.11
779412121 482.014 384.897 482.014 384.897 3.88 3.11
779412138 482.262 385.404 482.262 385.404 3.86 3.1
779412171 762.123 530.915 762.123 530.915 3.84 3.09
779412188 823.192 550.756 823.192 550.756 3.82 3.1
779412204 830.54 551.46 830.54 551.46 3.8 3.1
779412221 829.811 555.502 829.811 555.502 3.79 3.1
779412238 832.41 558.226 832.41 558.226 3.78 3.09
779412255 831.967 558.318 831.967 558.318 3.77 3.09
779412271 832.647 557.552 832.647 557.552 3.76 3.08
779412288 831.595 558.524 831.595 558.524 3.76 3.08
779412305 830.564 560.279 830.564 560.279 3.76 3.08
779412321 831.329 559.882 831.329 559.882 3.75 3.08
779412338 831.051 560.324 831.051 560.324 3.75 3.09
779412355 831.852 561.623 831.852 561.623 3.74 3.08
779412371 832.568 562.232 832.568 562.232 3.73 3.09
779412388 832.868 562.549 832.868 562.549 3.74 3.08
779412421 832.626 562.924 832.626 562.924 3.74 3.08
779412438 832.428 562.875 832.428 562.875 3.76 3.07
779412455 672.979 557.711 672.979 557.711 3.76 3.08
779412471 505.479 453.883 505.479 453.883 3.75 3.07
779412488 484.176 443.396 484.176 443.396 3.76 3.05
779412505 466.535 441.193 466.535 441.193 3.77 3.04
779412521 459.296 438.848 459.296 438.848 3.78 3.03
779412538 459.073 437.377 459.073 437.377 3.78 3.03
779412555 455.63 435.56 455.63 435.56 3.79 3.02
779412571 454.92 433.514 454.92 433.514 3.78 3
779412588 454.134 432.601 454.134 432.601 3.78 3
779412605 453.378 431.678 453.378 431.678 3.78 2.99
779412638 453.454 430.017 453.454 430.017 3.78 2.98
779412655 452.608 427.881 452.608 427.881 3.78 2.99
779412671 451.515 425.199 451.515 425.199 3.77 2.98
779412688 449.805 422.388 449.805 422.388 3.77 2.97
779412721 449.914 422.91 449.914 422.91 3.77 2.97
779412738 449.038 423.148 449.038 423.148 3.76 2.96
779412755 449.169 423.141 449.169 423.141 3.76 2.96
779412771 449.002 424.385 449.002 424.385 3.75 2.96
779412788 448.471 426.606 448.471 426.606 3.75 2.96
779412805 447.554 429.265 447.554 429.265 3.75 2.96
779412821 447.31 429.477 447.31 429.477 3.74 2.96
779412838 517.239 441.272 517.239 441.272 3.75 2.96
779412855 721.456 541.487 721.456 541.487 3.74 2.97
779412871 824.414 572.885 824.414 572.885 3.75 3
779412888 821.614 570.542 821.614 570.542 3.75 3.01
779412938 825.625 574.776 825.625 574.776 3.76 3.03
779412972 827.044 574.197 827.044 574.197 3.77 3.04
779412988 828.437 577.165 828.437 577.165 3.78 3.05
779413005 828.735 577.778 828.735 577.778 3.79 3.06
779413022 828.823 577.615 828.823 577.615 3.8 3.07
779413038 827.567 576.762 827.567 576.762 3.81 3.07
779413055 828.466 577.926 828.466 577.926 3.83 3.08
779413072 829.261 578.593 829.261 578.593 3.84 3.08
779413088 830.024 579.821 830.024 579.821 3.85 3.1
779413105 830.247 580.181 830.247 580.181 3.86 3.1
779413122 831.098 580.813 831.098 580.813 3.87 3.1
779413138 832.309 581.058 832.309 581.058 3.88 3.11
779413155 833.076 580.83 833.076 580.83 3.88 3.11
779413188 833.368 579.368 833.368 579.368 3.87 3.1
779413205 833.086 578.437 833.086 578.437 3.87 3.1
779413222 833.682 578.029 833.682 578.029 3.86 3.1
779413238 834.708 578.157 834.708 578.157 3.84 3.09
779413288 862.633 578.02 862.633 578.02 3.83 3.08
779413305 864.852 577.831 864.852 577.831 3.82 3.08
779413322 873.953 578.09 873.953 578.09 3.8 3.07
779413338 885.141 578.15 885.141 578.15 3.79 3.07
779413355 881.415 577.514 881.415 577.514 3.77 3.06
779413388 882.683 577.675 882.683 577.675 3.75 3.05
779413405 885.301 578.713 885.301 578.713 3.74 3.05
779413422 887.099 579.596 887.099 579.596 3.73 3.04
779413438 716.503 539.886 716.503 539.886 3.71 3.03
779413455 522.579 431.191 522.579 431.191 3.71 3.01
779413472 484.739 430.594 484.739 430.594 3.71 2.99
779413488 468.757 425.018 468.757 425.018 3.7 2.99
779413505 463.691 421.474 463.691 421.474 3.71 2.98
779413522 462.376 416.57 462.376 416.57 3.7 2.98
779413538 464.659 416.158 464.659 416.158 3.69 2.98
779413572 466.283 414.416 466.283 414.416 3.68 2.98
779413588 466.386 414.313 466.386 414.313 3.68 2.98
779413605 466.811 412.3 466.811 412.3 3.67 2.97
779413638 465.384 413.297 465.384 413.297 3.66 2.97
779413655 463.984 413.68 463.984 413.68 3.65 2.97
779413689 462.83 412.946 462.83 412.946 3.65 2.97
779413705 462.082 412.009 462.082 412.009 3.64 2.96
779413738 462.944 410.647 462.944 410.647 3.64 2.96
779413755 463.435 410.801 463.435 410.801 3.65 2.96
779413772 463.749 410.379 463.749 410.379 3.65 2.96
779413789 463.277 409.946 463.277 409.946 3.66 2.96
779413805 539.418 410.545 539.418 410.545 3.66 2.96
779413839 710.774 425.865 710.774 425.865 3.65 2.97
779413855 715.718 443.434 715.718 443.434 3.66 2.98
779413889 716.931 443.441 716.931 443.441 3.65 2.99
779413905 718.13 446.781 718.13 446.781 3.64 3
779413922 720.158 453.821 720.158 453.821 3.63 3.01
779413939 721.288 453.316 721.288 453.316 3.63 3.02
779413955 722.163 456.836 722.163 456.836 3.63 3.03
779413972 722.518 459.302 722.518 459.302 3.62 3.05
779413989 722.894 461.191 722.894 461.191 3.63 3.06
779414005 723.188 461.293 723.188 461.293 3.63 3.07
779414055 723.284 462.697 723.284 462.697 3.63 3.08
779414072 724.113 463.285 724.113 463.285 3.64 3.08
779414089 725.211 462.281 725.211 462.281 3.64 3.09
779414105 725.621 462.305 725.621 462.305 3.64 3.09
779414122 725.963 461.98 725.963 461.98 3.65 3.1
779414139 726.049 461.223 726.049 461.223 3.66 3.11
779414155 725.476 460.388 725.476 460.388 3.67 3.1
779414172 724.441 460.156 724.441 460.156 3.68 3.11
10-same4 1
779415123 566.501 302.804 566.501 302.804 3.73 3.08
779415156 567.418 303.258 567.418 303.258 3.75 3.08
779415173 569.352 303.568 569.352 303.568 3.76 3.09
779415206 570.898 303.509 570.898 303.509 3.77 3.1
779415223 572.79 303.145 572.79 303.145 3.77 3.1
779415256 573.02 303.125 573.02 303.125 3.79 3.11
779415273 572.921 301.69 572.921 301.69 3.8 3.11
779415289 572.126 300.244 572.126 300.244 3.81 3.12
779415306 571.223 299.387 571.223 299.387 3.82 3.12
779415323 570.769 298.581 570.769 298.581 3.83 3.13
779415339 569.694 298.551 569.694 298.551 3.85 3.13
779415356 568.167 298.708 568.167 298.708 3.87 3.14
779415373 572.68 317.83 572.68 317.83 3.88 3.15
779415389 706.777 478.945 706.777 478.945 3.89 3.15
779415406 800.025 533.705 800.025 533.705 3.89 3.17
779415423 799.381 526.837 799.381 526.837 3.9 3.17
779415456 803.208 528.773 803.208 528.773 3.91 3.18
779415473 802.777 528.425 802.777 528.425 3.93 3.19
779415489 803.195 529.083 803.195 529.083 3.94 3.19
779415506 802.928 528.415 802.928 528.415 3.94 3.2
779415523 802.933 527.014 802.933 527.014 3.95 3.21
779415539 802.122 525.51 802.122 525.51 3.96 3.22
779415556 801.968 525.386 801.968 525.386 3.96 3.22
779415573 802.323 525.662 802.323 525.662 3.96 3.24
10-same4->S
11-different7 0
779416907 587.522 399.124 587.522 399.124 3.69 3.12
779416923 588.002 400.511 588.002 400.511 3.69 3.12
779416957 587.71 402.139 587.71 402.139 3.69 3.11
779416973 587.584 405.579 587.584 405.579 3.7 3.11
779416990 587.833 407.703 587.833 407.703 3.7 3.1
779417007 588.327 408.477 588.327 408.477 3.7 3.08
779417023 587.863 408.318 587.863 408.318 3.71 3.08
779417040 588.243 408.754 588.243 408.754 3.71 3.07
779417057 588.591 407.954 588.591 407.954 3.71 3.08
779417073 588.191 407.565 588.191 407.565 3.71 3.08
779417123 537.869 333.099 537.869 333.099 3.72 3.09
779417173 524.255 318.063 524.255 318.063 3.72 3.08
779417223 511.732 318.414 511.732 318.414 3.71 3.09
779417240 509.555 316.803 509.555 316.803 3.72 3.08
779417257 507.473 316.523 507.473 316.523 3.72 3.09
779417274 509.106 314.704 509.106 314.704 3.72 3.09
779417290 508.507 313.952 508.507 313.952 3.72 3.09
779417307 507.323 312.279 507.323 312.279 3.72 3.1
779417324 506.224 310.806 506.224 310.806 3.72 3.1
779417340 504.701 308.566 504.701 308.566 3.72 3.09
779417357 504.17 306.928 504.17 306.928 3.72 3.1
779417374 502.385 303.905 502.385 303.905 3.72 3.1
779417424 501.122 300.556 501.122 300.556 3.71 3.09
779417457 500.726 298.468 500.726 298.468 3.7 3.09
779417474 499.453 297.302 499.453 297.302 3.7 3.08
779417507 499.799 295.458 499.799 295.458 3.69 3.09
779417524 498.618 294.091 498.618 294.091 3.7 3.09
779417540 498.307 291.522 498.307 291.522 3.69 3.09
779417557 497.533 290.373 497.533 290.373 3.7 3.09
779417574 497.112 288.576 497.112 288.576 3.7 3.1
779417590 496.634 287.525 496.634 287.525 3.7 3.11
779417607 497.162 285.954 497.162 285.954 3.71 3.11
779417624 497.344 284.363 497.344 284.363 3.71 3.12
779417640 488.4 258.559 488.4 258.559 3.71 3.13
779417674 479.112 231.404 479.112 231.404 3.72 3.13
779417690 469.972 235.009 469.972 235.009 3.73 3.13
779417707 459.28 228.956 459.28 228.956 3.74 3.13
779417724 450.45 231.556 450.45 231.556 3.75 3.13
779417740 450.261 229.975 450.261 229.975 3.75 3.12
779417774 453.601 225.851 453.601 225.851 3.76 3.12
779417790 452.595 227.59 452.595 227.59 3.76 3.12
779417807 452.826 224.97 452.826 224.97 3.77 3.12
779417824 449.756 227.474 449.756 227.474 3.77 3.12
779417842 449.274 227.269 449.274 227.269 3.76 3.12
779417874 449.033 228.071 449.033 228.071 3.76 3.11
779417890 449.124 230.445 449.124 230.445 3.76 3.11
779417907 450.417 231.299 450.417 231.299 3.76 3.11
779417924 450.726 232.929 450.726 232.929 3.75 3.1
779417940 452.712 234.028 452.712 234.028 3.75 3.1
779417957 453.996 234.394 453.996 234.394 3.75 3.1
779417974 454.82 234.352 454.82 234.352 3.75 3.09
779417990 453.76 234.398 453.76 234.398 3.75 3.08
779418007 452.839 234.67 452.839 234.67 3.75 3.09
779418024 453.693 235.662 453.693 235.662 3.76 3.08
779418040 452.771 235.143 452.771 235.143 3.76 3.08
779418074 453.739 232.582 453.739 232.582 3.76 3.08
779418091 452.528 231.475 452.528 231.475 3.76 3.08
779418107 451.309 229.205 451.309 229.205 3.75 3.09
779418124 450.926 229.401 450.926 229.401 3.76 3.1
779418141 451.454 228.92 451.454 228.92 3.77 3.1
779418157 451.637 229.485 451.637 229.485 3.77 3.1
779418174 450.7 229.69 450.7 229.69 3.77 3.09
779418191 523.075 244.854 523.075 244.854 3.77 3.08
779418224 857.475 511.207 857.475 511.207 3.77 3.08
779418241 859.245 509.866 859.245 509.866 3.77 3.09
779418257 866.907 516.751 866.907 516.751 3.77 3.1
779418274 868.489 521.358 868.489 521.358 3.77 3.11
779418307 869.715 527.564 869.715 527.564 3.77 3.11
779418324 869.825 529.658 869.825 529.658 3.77 3.11
779418341 871.594 532.663 871.594 532.663 3.75 3.11
779418357 873.633 532.646 873.633 532.646 3.74 3.1
779418374 873.537 536.539 873.537 536.539 3.73 3.11
779418391 874.54 538.966 874.54 538.966 3.72 3.11
779418407 875.468 541.292 875.468 541.292 3.71 3.11
779418424 876.624 543.759 876.624 543.759 3.71 3.11
779418441 877.937 545.12 877.937 545.12 3.7 3.1
779418457 877.706 546.61 877.706 546.61 3.69 3.11
779418474 877.823 547.033 877.823 547.033 3.68 3.11
779418491 876.214 545.698 876.214 545.698 3.67 3.1
779418541 875.35 545.194 875.35 545.194 3.66 3.11
779418574 680.044 677.967 680.044 677.967 3.66 3.09
779418624 670.746 680.943 670.746 680.943 3.65 3.07
779418641 667.847 678.023 667.847 678.023 3.64 3.06
779418657 664.67 677.147 664.67 677.147 3.63 3.04
779418674 665.408 675.611 665.408 675.611 3.62 3.02
779418691 663.896 675.62 663.896 675.62 3.61 3
779418707 663.78 675.035 663.78 675.035 3.61 3
779418724 662.215 675.596 662.215 675.596 3.61 3
779418741 661.027 676.372 661.027 676.372 3.62 2.98
779418775 661.011 676.742 661.011 676.742 3.62 2.99
779418791 610.336 663.904 610.336 663.904 3.61 2.98
779418824 462.173 270.929 462.173 270.929 3.62 2.98
779418841 451.667 266.573 451.667 266.573 3.63 2.98
779418874 452.176 257.8 452.176 257.8 3.62 2.97
779418891 452.813 257.353 452.813 257.353 3.62 2.98
779418908 451.103 257.385 451.103 257.385 3.61 2.98
779418924 451.099 256.994 451.099 256.994 3.61 2.98
779418941 452.414 256.343 452.414 256.343 3.6 2.98
779418958 453.126 254.91 453.126 254.91 3.59 2.98
779418974 453.384 254.497 453.384 254.497 3.58 2.99
779418991 452.331 254.58 452.331 254.58 3.58 2.98
779419008 451.875 254.627 451.875 254.627 3.57 2.98
779419024 450.78 253.793 450.78 253.793 3.57 2.97
779419041 450.579 253.595 450.579 253.595 3.57 2.96
779419058 449.562 254.535 449.562 254.535 3.57 2.96
779419074 449.1 253.824 449.1 253.824 3.57 2.96
779419091 447.668 252.879 447.668 252.879 3.58 2.96
779419141 447.595 252.272 447.595 252.272 3.57 2.96
779419174 447.629 251.551 447.629 251.551 3.57 2.96
779419191 446.972 251.329 446.972 251.329 3.55 2.96
779419208 449.931 251.634 449.931 251.634 3.55 2.96
779419224 673.252 387.993 673.252 387.993 3.56 2.97
779419241 845.945 489.475 845.945 489.475 3.56 2.98
779419258 950.449 578.823 950.449 578.823 3.55 2.99
779419274 947.633 573.506 947.633 573.506 3.55 3.01
779419291 949.241 578.247 949.241 578.247 3.55 3.02
779419308 947.932 581.097 947.932 581.097 3.56 3.03
779419324 946.863 582.24 946.863 582.24 3.56 3.04
779419341 947.873 583.821 947.873 583.821 3.56 3.04
779419374 947.256 585.042 947.256 585.042 3.56 3.06
11-different7 1
779420342 570.323 327.645 570.323 327.645 3.48 2.93
779420358 570.951 329.99 570.951 329.99 3.48 2.92
779420375 571.968 331.202 571.968 331.202 3.48 2.91
779420392 569.628 332.181 569.628 332.181 3.47 2.92
779420408 570.574 331.573 570.574 331.573 3.47 2.92
779420425 573.291 331.574 573.291 331.574 3.47 2.92
779420442 573.262 331.183 573.262 331.183 3.48 2.93
779420458 575.144 332.523 575.144 332.523 3.48 2.92
779420475 579.296 335.689 579.296 335.689 3.49 2.93
779420492 650.474 402.14 650.474 402.14 3.48 2.92
779420508 642.166 401.939 642.166 401.939 3.47 2.93
779420525 656.003 413.498 656.003 413.498 3.47 2.93
779420542 659.386 407.548 659.386 407.548 3.47 2.93
779420558 660.051 405.414 660.051 405.414 3.47 2.93
779420592 657.764 404.092 657.764 404.092 3.47 2.93
779420608 659.161 405.637 659.161 405.637 3.47 2.93
779420625 662.042 404.679 662.042 404.679 3.47 2.93
779420642 662.314 406.603 662.314 406.603 3.47 2.93
779420658 662.256 406.57 662.256 406.57 3.48 2.94
779420675 662.79 407.721 662.79 407.721 3.48 2.94
779420692 662.183 408.103 662.183 408.103 3.48 2.95
779420708 663.979 409.869 663.979 409.869 3.48 2.94
779420725 513.886 545.285 513.886 545.285 3.49 2.94
779420742 468.899 581.715 468.899 581.715 3.5 2.93
779420758 459.552 581.376 459.552 581.376 3.5 2.93
779420792 458.095 589.423 458.095 589.423 3.52 2.92
779420808 456.242 587.849 456.242 587.849 3.53 2.9
779420825 454.917 590.252 454.917 590.252 3.54 2.9
779420842 454.052 591.85 454.052 591.85 3.55 2.89
779420858 454.913 592.414 454.913 592.414 3.56 2.9
779420875 455.76 593.819 455.76 593.819 3.56 2.9
779420892 456.528 594.439 456.528 594.439 3.56 2.9
779420908 456.933 594.729 456.933 594.729 3.56 2.9
779420925 456.071 596.773 456.071 596.773 3.57 2.9
779420942 456.102 596.372 456.102 596.372 3.56 2.89
779420958 456.473 595.123 456.473 595.123 3.55 2.88
779420975 457.388 594.179 457.388 594.179 3.56 2.87
779420992 486.918 591.924 486.918 591.924 3.56 2.86
779421008 691.97 573.329 691.97 573.329 3.54 2.87
779421025 746.058 535.303 746.058 535.303 3.53 2.88
779421059 760.432 531.07 760.432 531.07 3.52 2.89
779421092 759.295 519.185 759.295 519.185 3.52 2.9
779421109 760.058 520.117 760.058 520.117 3.52 2.9
779421142 760.871 512.886 760.871 512.886 3.51 2.91
779421159 761.66 512.963 761.66 512.963 3.5 2.93
779421175 762.993 511.683 762.993 511.683 3.5 2.93
779421192 763.328 512.008 763.328 512.008 3.49 2.94
779421209 763.89 512.048 763.89 512.048 3.48 2.94
779421225 764.329 512.253 764.329 512.253 3.48 2.94
779421242 644.836 511.292 644.836 511.292 3.47 2.93
779421259 567.102 515.224 567.102 515.224 3.47 2.91
779421292 549.634 523.087 549.634 523.087 3.48 2.91
779421309 550.921 521.965 550.921 521.965 3.48 2.89
779421342 551.28 527.373 551.28 527.373 3.48 2.88
779421359 550.085 530.71 550.085 530.71 3.48 2.87
779421375 550.326 533.081 550.326 533.081 3.47 2.86
779421392 550.533 535.545 550.533 535.545 3.47 2.86
779421409 550.326 537.357 550.326 537.357 3.47 2.86
779421442 549.43 538.195 549.43 538.195 3.46 2.84
779421459 549.236 539.682 549.236 539.682 3.46 2.84
779421475 548.63 540.816 548.63 540.816 3.46 2.83
779421492 547.71 539.749 547.71 539.749 3.45 2.83
779421509 549.109 536.72 549.109 536.72 3.46 2.84
779421525 548.546 534.588 548.546 534.588 3.46 2.84
779421542 548.3 531.594 548.3 531.594 3.45 2.84
779421559 548.664 529.441 548.664 529.441 3.45 2.83
779421609 548.639 528.147 548.639 528.147 3.44 2.83
779421642 630.652 523.562 630.652 523.562 3.43 2.84
779421659 655.499 520.232 655.499 520.232 3.42 2.83
779421692 656.99 517.695 656.99 517.695 3.42 2.85
779421709 661.1 513.035 661.1 513.035 3.42 2.85
779421725 665.33 509.966 665.33 509.966 3.42 2.85
779421742 667.419 507.781 667.419 507.781 3.43 2.85
779421759 668.884 506.695 668.884 506.695 3.44 2.85
779421776 672.751 505.865 672.751 505.865 3.44 2.85
779421792 670.838 505.788 670.838 505.788 3.44 2.86
779421809 673.89 504.747 673.89 504.747 3.43 2.85
779421826 673.115 504.576 673.115 504.576 3.44 2.85
779421842 674.612 504.191 674.612 504.191 3.43 2.86
779421859 675.75 504.124 675.75 504.124 3.43 2.86
779421909 677.432 504.429 677.432 504.429 3.42 2.86
779421926 677.359 504.64 677.359 504.64 3.42 2.87
779421959 676.53 504.161 676.53 504.161 3.42 2.87
779421992 676.205 504.077 676.205 504.077 3.41 2.87
779422009 675.677 503.664 675.677 503.664 3.41 2.86
779422026 670.814 502.43 670.814 502.43 3.4 2.85
779422042 570.863 502.372 570.863 502.372 3.4 2.83
779422059 502.367 501.752 502.367 501.752 3.4 2.82
779422092 504.934 501.114 504.934 501.114 3.4 2.8
779422109 510.681 501.856 510.681 501.856 3.4 2.81
779422126 509.776 503.649 509.776 503.649 3.39 2.81
779422159 509.025 504.233 509.025 504.233 3.4 2.81
779422176 509.064 504.98 509.064 504.98 3.4 2.81
779422192 510.18 505.885 510.18 505.885 3.4 2.81
779422209 510.648 505.872 510.648 505.872 3.4 2.79
779422259 509.856 508.069 509.856 508.069 3.39 2.79
779422276 509.423 510.845 509.423 510.845 3.4 2.79
779422292 508.831 512.553 508.831 512.553 3.39 2.79
779422309 509.574 513.226 509.574 513.226 3.38 2.79
779422326 510.217 515.298 510.217 515.298 3.37 2.79
779422343 510.778 516.788 510.778 516.788 3.37 2.79
779422359 511.02 516.651 511.02 516.651 3.36 2.78
779422376 512.366 516.894 512.366 516.894 3.36 2.78
779422395 513.426 516.88 513.426 516.88 3.36 2.78
779422409 513.908 518.159 513.908 518.159 3.36 2.77
779422426 514.307 520.19 514.307 520.19 3.37 2.78
779422459 514.352 520.579 514.352 520.579 3.36 2.78
779422476 547.733 518.663 547.733 518.663 3.37 2.78
779422493 730.708 471.501 730.708 471.501 3.37 2.8
779422509 788.582 434.494 788.582 434.494 3.37 2.82
779422526 797.892 425.001 797.892 425.001 3.37 2.83
779422543 799.505 422.113 799.505 422.113 3.38 2.85
779422559 801.712 418.609 801.712 418.609 3.37 2.86
779422576 802.253 416.692 802.253 416.692 3.38 2.87
779422593 804.569 417.631 804.569 417.631 3.37 2.88
779422609 805.23 416.106 805.23 416.106 3.37 2.89
779422626 805.869 416.113 805.869 416.113 3.37 2.89
779422643 805.712 415.832 805.712 415.832 3.37 2.9
779422659 805.313 416.23 805.313 416.23 3.37 2.9
779422676 805.788 414.529 805.788 414.529 3.38 2.89
779422709 806.519 413.625 806.519 413.625 3.39 2.89
779422726 806.119 413.921 806.119 413.921 3.41 2.91
779422759 805.95 413.826 805.95 413.826 3.41 2.91
779422776 805.511 414.125 805.511 414.125 3.42 2.9
779422793 805.117 414.371 805.117 414.371 3.43 2.9
779422809 804.949 414.877 804.949 414.877 3.44 2.89
779422826 804.765 416.09 804.765 416.09 3.44 2.89
779422859 804.846 417.489 804.846 417.489 3.44 2.9
779422876 804.39 417.955 804.39 417.955 3.45 2.91
779422909 802.776 417.764 802.776 417.764 3.46 2.92
779422926 680.758 414.329 680.758 414.329 3.47 2.92
779422943 575.126 413.287 575.126 413.287 3.47 2.91
779422959 575.678 411.196 575.678 411.196 3.49 2.91
779422976 572.33 407.524 572.33 407.524 3.49 2.91
779423026 568.799 404.499 568.799 404.499 3.49 2.91
779423059 566.349 403.103 566.349 403.103 3.49 2.91
779423093 563.805 398.46 563.805 398.46 3.49 2.91
