#IMAGE
2 LARGE_TARGETS
779711662 858.729 301.99 858.729 301.99 3.65 3.08
779711679 854.499 300.287 854.499 300.287 3.66 3.09
779711695 853.804 296.268 853.804 296.268 3.67 3.09
779711712 852.401 293.304 852.401 293.304 3.67 3.1
779711729 853.508 289.983 853.508 289.983 3.68 3.1
779711745 854.297 286.333 854.297 286.333 3.69 3.11
779711762 857.467 282.468 857.467 282.468 3.7 3.11
779711779 859.836 281.583 859.836 281.583 3.7 3.12
779711812 861.024 280.983 861.024 280.983 3.71 3.13
779711829 860.172 278.308 860.172 278.308 3.71 3.13
779711862 859.466 277.238 859.466 277.238 3.71 3.13
12-different4 1
779712812 593.544 342.629 593.544 342.629 3.71 3.11
779712829 595.88 342.444 595.88 342.444 3.71 3.12
779712846 596.185 343.614 596.185 343.614 3.72 3.11
779712862 597.213 343.627 597.213 343.627 3.73 3.11
779712879 597.998 343.53 597.998 343.53 3.74 3.1
779712896 597.632 344.025 597.632 344.025 3.75 3.11
779712912 596.876 344.023 596.876 344.023 3.75 3.11
779712929 696.958 348.076 696.958 348.076 3.77 3.11
779712946 696.262 359.425 696.262 359.425 3.78 3.13
779712979 701.901 368.702 701.901 368.702 3.78 3.14
779713029 705.189 375.024 705.189 375.024 3.79 3.15
779713046 704.337 380.431 704.337 380.431 3.8 3.17
779713063 705.461 385.615 705.461 385.615 3.82 3.18
779713079 706.837 388.535 706.837 388.535 3.83 3.18
779713096 706.841 390.938 706.841 390.938 3.84 3.18
779713129 707.066 393.108 707.066 393.108 3.84 3.18
779713146 707.407 394.597 707.407 394.597 3.85 3.18
779713163 710.054 394.209 710.054 394.209 3.85 3.18
779713179 710.696 394.878 710.696 394.878 3.85 3.18
779713196 711.204 395.408 711.204 395.408 3.86 3.18
779713229 711.129 395.791 711.129 395.791 3.87 3.17
779713246 710.829 394.812 710.829 394.812 3.86 3.17
779713263 711.884 394.937 711.884 394.937 3.87 3.16
779713279 630.797 489.978 630.797 489.978 3.87 3.16
779713296 588.807 576.137 588.807 576.137 3.87 3.15
779713313 576.583 577.397 576.583 577.397 3.86 3.13
779713329 572.354 580.413 572.354 580.413 3.87 3.12
779713346 570.63 579.499 570.63 579.499 3.87 3.1
779713363 566.877 579.116 566.877 579.116 3.87 3.11
779713379 565.617 578.824 565.617 578.824 3.88 3.11
779713396 570.069 576.583 570.069 576.583 3.88 3.11
779713413 569.44 574.908 569.44 574.908 3.89 3.1
779713429 569.863 573.902 569.863 573.902 3.89 3.1
779713446 568.82 572.452 568.82 572.452 3.88 3.09
779713463 567.882 573.855 567.882 573.855 3.86 3.08
779713479 566.761 572.24 566.761 572.24 3.85 3.08
779713496 566.33 572.91 566.33 572.91 3.84 3.07
779713513 429.104 581.087 429.104 581.087 3.86 3.07
779713529 423.682 586.197 423.682 586.197 3.87 3.05
779713546 413.976 590.833 413.976 590.833 3.87 3.05
779713563 409.556 593.984 409.556 593.984 3.88 3.04
779713579 405.637 592.501 405.637 592.501 3.88 3.03
779713596 404.009 595.465 404.009 595.465 3.88 3.03
779713613 404.782 600.613 404.782 600.613 3.89 3.04
779713630 402.677 603.719 402.677 603.719 3.9 3.03
779713646 403.995 605.518 403.995 605.518 3.9 3.03
779713663 403.849 607.441 403.849 607.441 3.91 3.03
779713680 403.275 608.568 403.275 608.568 3.91 3.02
779713696 403.715 608.294 403.715 608.294 3.92 3.02
779713713 402.374 608.069 402.374 608.069 3.93 3.01
779713730 402.129 607.514 402.129 607.514 3.93 3.01
779713746 403.163 607.068 403.163 607.068 3.93 3
779713763 405.066 607.492 405.066 607.492 3.93 3
779713780 407.221 607.693 407.221 607.693 3.92 3
779713796 406.481 606.19 406.481 606.19 3.9 2.99
779713831 406.881 605.16 406.881 605.16 3.89 2.98
779713846 407.698 603.225 407.698 603.225 3.87 2.97
779713880 408.388 602.845 408.388 602.845 3.85 2.98
779713896 409.9 601.845 409.9 601.845 3.84 2.98
779713930 410.574 601.366 410.574 601.366 3.82 2.99
779713946 412.172 600.664 412.172 600.664 3.82 2.98
779713963 415.586 600.652 415.586 600.652 3.81 2.98
779713980 555.464 594.432 555.464 594.432 3.79 2.96
779713996 715.191 586.398 715.191 586.398 3.77 2.97
779714013 734.685 585.464 734.685 585.464 3.75 2.98
779714030 753.322 580.712 753.322 580.712 3.74 2.98
779714046 748.514 574.413 748.514 574.413 3.73 2.98
779714063 749.094 570.182 749.094 570.182 3.73 2.97
779714096 751.85 571.394 751.85 571.394 3.71 2.98
779714113 753.393 568.116 753.393 568.116 3.69 2.98
779714130 757.039 566.944 757.039 566.944 3.67 2.98
779714163 754.507 565.305 754.507 565.305 3.67 2.98
779714180 714.468 564.98 714.468 564.98 3.67 2.99
779714196 546.031 564.446 546.031 564.446 3.67 2.98
779714213 485.267 563.669 485.267 563.669 3.65 2.96
779714230 479.587 564.491 479.587 564.491 3.65 2.94
12-different4->S
13-different5 0
779715597 616.107 388.282 616.107 388.282 3.16 2.68
779715614 619.652 389.397 619.652 389.397 3.14 2.68
779715631 624.185 388.323 624.185 388.323 3.13 2.67
779715647 628.403 388.889 628.403 388.889 3.13 2.66
779715664 636.356 389.161 636.356 389.161 3.13 2.65
779715697 631.739 389.675 631.739 389.675 3.13 2.65
779715714 632.466 389.184 632.466 389.184 3.12 2.66
779715747 639.831 387.913 639.831 387.913 3.11 2.66
779715764 642.09 387.345 642.09 387.345 3.11 2.65
779715797 561.597 399.342 561.597 399.342 3.12 2.65
779715847 551.018 406.678 551.018 406.678 3.12 2.65
779715864 546.786 413.414 546.786 413.414 3.11 2.65
779715897 542.897 413.557 542.897 413.557 3.11 2.65
779715914 539.773 418.038 539.773 418.038 3.1 2.65
779715947 547.824 429.52 547.824 429.52 3.11 2.65
779715964 544.867 434.358 544.867 434.358 3.11 2.64
779715981 544.981 434.508 544.981 434.508 3.1 2.63
779715997 624.2 439.701 624.2 439.701 3.1 2.63
779716014 660.385 439.266 660.385 439.266 3.1 2.63
779716031 665.053 442.036 665.053 442.036 3.1 2.63
779716047 664.616 443.089 664.616 443.089 3.09 2.63
779716064 663.162 444.805 663.162 444.805 3.09 2.62
779716097 662.348 446.972 662.348 446.972 3.09 2.61
779716147 660.264 448.863 660.264 448.863 3.09 2.61
779716164 662.836 451.402 662.836 451.402 3.09 2.61
779716181 518.194 469.755 518.194 469.755 3.09 2.62
779716197 440.13 533.139 440.13 533.139 3.09 2.62
779716214 432.176 528.582 432.176 528.582 3.1 2.62
779716231 432.189 539.159 432.189 539.159 3.1 2.63
779716247 432.446 543.342 432.446 543.342 3.11 2.63
779716264 433.555 545.156 433.555 545.156 3.11 2.63
779716297 437.817 547.73 437.817 547.73 3.11 2.64
779716314 437.198 545.563 437.198 545.563 3.11 2.63
779716364 438.031 543.432 438.031 543.432 3.11 2.62
779716397 441.066 538.049 441.066 538.049 3.12 2.6
779716414 476.527 537.746 476.527 537.746 3.11 2.6
779716431 520.878 532.784 520.878 532.784 3.09 2.6
779716447 532.198 532.364 532.198 532.364 3.07 2.61
779716464 538.183 530.776 538.183 530.776 3.06 2.62
779716481 540.587 526.943 540.587 526.943 3.06 2.61
779716497 543.474 522.301 543.474 522.301 3.04 2.62
779716514 543.408 521.37 543.408 521.37 3.04 2.61
779716531 546.216 520.559 546.216 520.559 3.04 2.62
779716547 546.453 518.597 546.453 518.597 3.04 2.61
779716564 547.549 517.556 547.549 517.556 3.04 2.6
779716614 547.27 515.012 547.27 515.012 3.05 2.59
779716647 520.267 515.015 520.267 515.015 3.05 2.59
779716664 490.79 516.785 490.79 516.785 3.05 2.57
779716698 479.14 521.057 479.14 521.057 3.04 2.56
779716714 471.978 523.285 471.978 523.285 3.03 2.55
779716731 468.359 527.528 468.359 527.528 3.02 2.54
779716748 465.089 530.329 465.089 530.329 3.02 2.53
779716764 463.441 533.126 463.441 533.126 3.02 2.53
779716781 461.403 532.553 461.403 532.553 3.02 2.53
779716798 460.094 535.758 460.094 535.758 3.02 2.52
779716814 458.814 537.348 458.814 537.348 3.02 2.52
779716848 458.217 535.913 458.217 535.913 3.01 2.52
779716864 456.93 537.531 456.93 537.531 3.01 2.52
779716898 455.285 537.711 455.285 537.711 3.02 2.52
779716914 454.445 537.367 454.445 537.367 3.02 2.52
779716931 454.119 536.02 454.119 536.02 3.02 2.52
779716964 459.227 534.631 459.227 534.631 3.03 2.52
779716998 902.777 413.488 902.777 413.488 3.04 2.55
779717014 894.106 414.824 894.106 414.824 3.03 2.57
779717031 904.641 401.356 904.641 401.356 3.03 2.59
779717048 909.518 392.185 909.518 392.185 3.04 2.61
779717064 906.566 391.546 906.566 391.546 3.05 2.63
779717081 906.249 390.856 906.249 390.856 3.06 2.65
779717098 905.139 391.208 905.139 391.208 3.05 2.67
779717114 905.158 390.145 905.158 390.145 3.05 2.67
779717131 905.727 388.388 905.727 388.388 3.05 2.69
779717164 905.879 389.948 905.879 389.948 3.07 2.7
779717214 905.297 388.678 905.297 388.678 3.08 2.7
779717248 905.565 387.066 905.565 387.066 3.09 2.7
779717264 906.469 386.102 906.469 386.102 3.1 2.7
779717281 905.894 386.389 905.894 386.389 3.11 2.7
779717298 904.746 387.641 904.746 387.641 3.11 2.7
779717314 905.268 388.347 905.268 388.347 3.11 2.7
779717331 905.289 388.743 905.289 388.743 3.1 2.7
779717348 905.186 389.913 905.186 389.913 3.1 2.7
779717365 905.586 390.537 905.586 390.537 3.09 2.7
779717381 905.275 391.325 905.275 391.325 3.09 2.7
779717398 904.566 392.25 904.566 392.25 3.09 2.7
779717415 904.469 391.744 904.469 391.744 3.08 2.69
779717431 903.636 392.489 903.636 392.489 3.08 2.68
779717465 904.051 392.111 904.051 392.111 3.08 2.67
779717498 903.622 392.207 903.622 392.207 3.07 2.67
779717515 903.344 391.889 903.344 391.889 3.06 2.67
779717548 902.655 392.332 902.655 392.332 3.06 2.66
779717565 902.408 392.275 902.408 392.275 3.05 2.66
779717581 902.489 391.859 902.489 391.859 3.05 2.66
779717615 773.393 393.154 773.393 393.154 3.05 2.66
779717631 687.156 402.967 687.156 402.967 3.05 2.65
779717648 685.857 411.662 685.857 411.662 3.05 2.64
779717665 683.309 428.868 683.309 428.868 3.06 2.63
779717681 682.835 437.461 682.835 437.461 3.06 2.63
779717715 681.74 441.908 681.74 441.908 3.05 2.63
779717731 679.45 445.964 679.45 445.964 3.05 2.61
779717765 678.834 448.934 678.834 448.934 3.04 2.6
779717815 439.535 466.435 439.535 466.435 3.03 2.59
779717831 438.925 483.429 438.925 483.429 3.04 2.59
779717865 438.323 487.666 438.323 487.666 3.04 2.58
779717881 438.2 495.935 438.2 495.935 3.05 2.56
779717898 437.374 500.275 437.374 500.275 3.05 2.55
779717915 436.187 501.146 436.187 501.146 3.06 2.55
779717931 436.149 504.194 436.149 504.194 3.06 2.54
779717948 434.219 506.257 434.219 506.257 3.07 2.53
779717965 434.507 508.567 434.507 508.567 3.08 2.54
13-different5 1
779718932 707.477 334.164 707.477 334.164 3.03 2.66
779718949 685.788 334.67 685.788 334.67 3.03 2.66
779718966 691.177 331.9 691.177 331.9 3.02 2.65
779718983 683.761 332.144 683.761 332.144 3.03 2.64
779718999 678.708 330.657 678.708 330.657 3.03 2.64
779719015 676.669 330.049 676.669 330.049 3.03 2.63
779719032 668.941 330.084 668.941 330.084 3.04 2.63
779719049 665.989 330.302 665.989 330.302 3.04 2.63
779719066 659.58 343.166 659.58 343.166 0 2.64
779719082 659.342 349.66 659.342 349.66 0 2.64
779719132 663.819 352.63 663.819 352.63 0 2.64
779719149 666.313 364.016 666.313 364.016 0 2.64
779719166 689.836 357.454 689.836 357.454 3.04 2.64
779719182 825.302 433.949 825.302 433.949 3.04 2.65
779719216 829.572 432.729 829.572 432.729 3.04 2.65
779719232 832.889 434.619 832.889 434.619 3.05 2.64
779719249 834.598 432.955 834.598 432.955 3.07 2.64
779719266 835.072 435.684 835.072 435.684 3.08 2.64
779719282 834.487 430.517 834.487 430.517 3.08 2.66
779719299 835.43 433.242 835.43 433.242 3.09 2.67
779719316 834.254 437.93 834.254 437.93 3.1 2.67
779719332 834.387 437.884 834.387 437.884 3.1 2.66
779719366 584.369 359.138 584.369 359.138 3.1 2.65
779719382 471.801 259.566 471.801 259.566 3.09 2.65
779719399 469.315 255.74 469.315 255.74 3.1 2.64
779719432 471.267 249.784 471.267 249.784 3.11 2.64
779719449 473 248.05 473 248.05 3.11 2.65
779719466 470.297 246.427 470.297 246.427 3.11 2.65
779719482 468.279 245.423 468.279 245.423 3.12 2.65
779719516 465.167 244.8 465.167 244.8 3.12 2.65
779719549 459.832 234.508 459.832 234.508 3.11 2.65
779719566 428.11 170.413 428.11 170.413 3.12 2.65
779719582 426.555 162.88 426.555 162.88 3.12 2.66
779719599 421.794 162.645 421.794 162.645 3.12 2.67
779719616 409.929 158.476 409.929 158.476 3.13 2.68
779719632 408.615 158.26 408.615 158.26 3.12 2.69
779719649 407.171 154.302 407.171 154.302 3.11 2.7
779719682 407.331 153.921 407.331 153.921 3.11 2.71
779719699 404.445 155.058 404.445 155.058 3.12 2.71
779719716 401.647 156.411 401.647 156.411 3.12 2.72
779719732 400.244 154.427 400.244 154.427 3.12 2.72
779719766 399.739 153.515 399.739 153.515 3.12 2.72
779719782 399.966 152.914 399.966 152.914 3.12 2.72
779719799 399.86 153.078 399.86 153.078 3.11 2.71
779719816 399.926 152.621 399.926 152.621 3.11 2.71
779719832 400.94 153.019 400.94 153.019 3.11 2.71
779719849 402.349 152.953 402.349 152.953 3.11 2.71
779719866 401.993 154.269 401.993 154.269 3.12 2.71
779719883 401.527 155.234 401.527 155.234 3.13 2.72
779719899 401.672 155.734 401.672 155.734 3.14 2.73
779719916 400.801 155.818 400.801 155.818 3.15 2.73
779719933 401.39 155.788 401.39 155.788 3.15 2.74
779719949 414.261 158.964 414.261 158.964 3.16 2.74
779719983 448.177 160.481 448.177 160.481 3.16 2.73
779719999 455.863 163.132 455.863 163.132 3.16 2.73
779720032 463.413 163.937 463.413 163.937 3.16 2.72
779720049 463.362 166.317 463.362 166.317 3.17 2.71
779720066 463.531 167.864 463.531 167.864 3.17 2.71
779720082 468.158 169.361 468.158 169.361 3.17 2.7
779720099 469.47 171.641 469.47 171.641 3.17 2.7
779720116 470.162 174.198 470.162 174.198 3.17 2.69
779720132 470.053 176.229 470.053 176.229 3.16 2.69
779720149 471.091 179.117 471.091 179.117 3.15 2.69
779720166 551.666 193.206 551.666 193.206 3.14 2.68
779720182 727.805 378.284 727.805 378.284 3.13 2.68
779720199 877.421 508.244 877.421 508.244 3.12 2.68
779720232 876.972 506.55 876.972 506.55 3.1 2.67
779720249 879.409 511.04 879.409 511.04 3.09 2.68
779720283 879.654 509.82 879.654 509.82 3.08 2.67
779720316 877.487 508.584 877.487 508.584 3.09 2.67
779720333 876.735 507.664 876.735 507.664 3.1 2.67
779720349 876.002 508.079 876.002 508.079 3.1 2.66
779720366 876.068 509.516 876.068 509.516 3.1 2.66
779720383 875.693 509.238 875.693 509.238 3.11 2.66
779720399 876.325 508.953 876.325 508.953 3.11 2.67
779720416 877.04 508.544 877.04 508.544 3.11 2.66
779720433 876.398 508.916 876.398 508.916 3.11 2.66
779720449 880.49 510.551 880.49 510.551 3.12 2.66
779720468 909.744 512.27 909.744 512.27 3.12 2.66
779720483 912.329 516.105 912.329 516.105 3.13 2.68
779720499 918.847 519.682 918.847 519.682 3.13 2.69
779720516 925.185 522.633 925.185 522.633 3.13 2.69
779720549 927.039 527.994 927.039 527.994 3.14 2.7
779720566 931.073 529.304 931.073 529.304 3.13 2.71
779720583 934.18 530.893 934.18 530.893 3.13 2.71
779720599 935.097 533.725 935.097 533.725 3.13 2.71
779720633 935.143 535.146 935.143 535.146 3.13 2.7
13-different5->S
14-same9 0
779721967 612.245 353.754 612.245 353.754 3.14 2.71
779722001 618.747 365.978 618.747 365.978 3.14 2.72
779722017 619.806 363.606 619.806 363.606 3.13 2.72
779722033 624.527 372.773 624.527 372.773 3.13 2.73
779722050 629.625 378.65 629.625 378.65 3.13 2.74
779722067 630.856 384.24 630.856 384.24 3.14 2.75
779722083 632.863 384.746 632.863 384.746 3.14 2.75
779722100 635.183 387.989 635.183 387.989 3.15 2.76
779722117 638.161 387.425 638.161 387.425 3.16 2.75
779722133 639.334 389.084 639.334 389.084 3.16 2.74
779722150 638.96 389.304 638.96 389.304 3.16 2.73
779722167 639.487 388.953 639.487 388.953 3.16 2.72
779722183 639.779 387.942 639.779 387.942 3.17 2.72
779722200 640.378 382.202 640.378 382.202 3.17 2.72
779722217 640.177 377.013 640.177 377.013 3.17 2.71
779722250 640.121 375.009 640.121 375.009 3.19 2.7
779722283 483.771 442.452 483.771 442.452 3.2 2.7
779722300 484.729 471.608 484.729 471.608 3.2 2.71
779722317 485.366 476.472 485.366 476.472 3.21 2.71
779722333 485.829 477.309 485.829 477.309 3.21 2.71
779722350 487.199 478.786 487.199 478.786 3.21 2.7
779722367 486.291 480.403 486.291 480.403 3.21 2.71
779722383 485.896 479.894 485.896 479.894 3.21 2.72
779722400 484.668 480.319 484.668 480.319 3.2 2.73
779722417 483.978 479.04 483.978 479.04 3.21 2.73
779722433 482.126 478.368 482.126 478.368 3.2 2.74
779722450 478.835 476.72 478.835 476.72 3.2 2.74
779722467 476.527 477.692 476.527 477.692 3.2 2.74
779722484 474.528 476.291 474.528 476.291 3.2 2.74
779722500 470.156 484.574 470.156 484.574 3.21 2.74
779722534 436.951 492.864 436.951 492.864 3.21 2.73
779722550 428.671 498.599 428.671 498.599 3.2 2.72
779722600 414.424 508.133 414.424 508.133 3.2 2.72
779722617 405.951 517.104 405.951 517.104 3.19 2.72
779722634 402.821 519.813 402.821 519.813 3.18 2.72
779722650 404.919 528.474 404.919 528.474 3.17 2.71
779722667 413.932 529.496 413.932 529.496 3.16 2.7
779722684 409.545 529.588 409.545 529.588 3.16 2.69
779722700 403.674 530.068 403.674 530.068 3.15 2.68
779722717 401.868 531.689 401.868 531.689 3.14 2.68
779722734 400.686 532.261 400.686 532.261 3.14 2.68
779722750 401.922 533.801 401.922 533.801 3.14 2.68
779722767 404.786 534.896 404.786 534.896 3.15 2.68
779722800 405.2 536.815 405.2 536.815 3.16 2.68
779722817 410.234 538.173 410.234 538.173 3.16 2.67
779722850 405.618 539.301 405.618 539.301 3.16 2.66
779722867 405.768 540.187 405.768 540.187 3.15 2.66
779722884 410.684 541.069 410.684 541.069 3.15 2.65
779722900 406.73 540.283 406.73 540.283 3.14 2.65
779722917 405.417 539.683 405.417 539.683 3.16 2.65
779722934 411.99 539.374 411.99 539.374 3.16 2.65
779722950 407.968 536.919 407.968 536.919 3.16 2.63
779722967 410.915 539.487 410.915 539.487 3.16 2.64
779723000 413.39 545.349 413.39 545.349 3.15 2.64
779723017 407.078 544.881 407.078 544.881 3.14 2.64
779723034 413.866 545.791 413.866 545.791 3.14 2.64
779723050 410.327 546.074 410.327 546.074 3.13 2.63
779723067 411.672 548.133 411.672 548.133 3.12 2.64
779723100 699.69 435.434 699.69 435.434 3.12 2.65
779723134 904.143 367.618 904.143 367.618 3.11 2.67
779723150 915.005 364.944 915.005 364.944 3.11 2.69
779723167 918.084 361.494 918.084 361.494 3.11 2.71
779723184 920.84 359.611 920.84 359.611 3.11 2.73
779723200 921.867 362.044 921.867 362.044 3.11 2.74
779723217 921.064 363.849 921.064 363.849 3.11 2.75
779723234 920.11 365.498 920.11 365.498 3.1 2.74
779723251 918.761 370.216 918.761 370.216 3.1 2.74
779723267 919.976 370.299 919.976 370.299 3.08 2.75
779723301 921.691 372.227 921.691 372.227 3.09 2.76
779723317 920.809 371.809 920.809 371.809 3.09 2.75
779723351 920.391 373.31 920.391 373.31 3.08 2.74
779723367 921.799 373.267 921.799 373.267 3.07 2.74
779723384 924.158 375.292 924.158 375.292 3.08 2.74
779723401 923.487 374.671 923.487 374.671 3.09 2.73
779723417 923.057 373.187 923.057 373.187 3.09 2.72
779723451 925.282 373.523 925.282 373.523 3.09 2.73
779723467 925.578 372.461 925.578 372.461 3.08 2.72
779723485 925.169 372.142 925.169 372.142 3.07 2.72
779723501 924.503 371.364 924.503 371.364 3.08 2.72
779723517 923.003 370.137 923.003 370.137 3.09 2.72
779723534 921.251 368.893 921.251 368.893 3.09 2.72
779723551 921.272 369.382 921.272 369.382 3.09 2.72
779723567 920.266 371.008 920.266 371.008 3.09 2.72
779723601 913.819 370.539 913.819 370.539 3.1 2.74
779723617 909.801 370.516 909.801 370.516 3.1 2.74
779723634 899.751 370.745 899.751 370.745 3.11 2.74
779723667 894.894 372.064 894.894 372.064 3.12 2.75
779723701 888.277 371.171 888.277 371.171 3.13 2.76
779723717 890.236 371.042 890.236 371.042 3.13 2.76
779723734 883.148 371.219 883.148 371.219 3.14 2.77
779723751 888.042 371.169 888.042 371.169 3.14 2.76
779723767 880.248 372.24 880.248 372.24 3.14 2.75
779723784 880.675 371.895 880.675 371.895 3.15 2.75
779723801 880.981 372.737 880.981 372.737 3.15 2.75
779723817 878.195 372.159 878.195 372.159 3.14 2.74
779723834 876.47 373.033 876.47 373.033 3.15 2.73
779723851 878.883 375.077 878.883 375.077 3.14 2.73
779723867 779.719 372.651 779.719 372.651 3.26 2.73
779724034 601.26 773.574 601.26 773.574 0 0
779724068 741.923 352.711 741.923 352.711 0 2.71
779724084 717.366 329.073 717.366 329.073 3.43 2.74
779724101 776.239 329.468 776.239 329.468 3.44 2.73
779724118 887.938 333.022 887.938 333.022 3.38 2.73
779724168 881.662 327.067 881.662 327.067 3.34 2.74
779724218 871.472 324.733 871.472 324.733 3.31 2.74
779724234 873.375 324.902 873.375 324.902 3.26 2.74
779724251 859.861 329.039 859.861 329.039 3.24 2.75
779724268 865.069 333.133 865.069 333.133 3.21 2.76
779724284 713.68 334.084 713.68 334.084 3.2 2.76
779724301 538.557 372.503 538.557 372.503 3.18 2.75
779724318 466.19 439.869 466.19 439.869 3.2 2.73
779724335 376.289 453.43 376.289 453.43 3.28 2.73
779724351 467.225 529.436 467.225 529.436 3.35 2.73
779724368 463.992 518.649 463.992 518.649 3.37 2.74
779724385 528.548 564.518 528.548 564.518 3.46 2.73
779724401 506.049 594.744 506.049 594.744 3.5 2.73
14-same9 1
779725385 644 315.775 644 315.775 3.02 2.63
779725418 643.307 315.376 643.307 315.376 3.03 2.63
779725435 642.851 312.379 642.851 312.379 3.04 2.63
779725452 640.381 309.755 640.381 309.755 3.05 2.63
779725468 639.6 310.026 639.6 310.026 3.05 2.63
779725485 639.811 311.028 639.811 311.028 3.05 2.63
779725502 640.943 313.755 640.943 313.755 3.06 2.63
779725518 641.464 312.324 641.464 312.324 3.06 2.63
779725535 640.198 310.602 640.198 310.602 3.08 2.63
779725585 642.86 310.672 642.86 310.672 3.08 2.64
779725602 641.004 310.551 641.004 310.551 3.09 2.63
779725635 604.349 321.161 604.349 321.161 3.08 2.64
779725652 579.07 328.768 579.07 328.768 3.08 2.64
779725668 573.815 332.923 573.815 332.923 3.08 2.64
779725685 568.759 335.067 568.759 335.067 3.07 2.65
779725702 563.625 331.688 563.625 331.688 3.07 2.66
779725718 562.67 336.167 562.67 336.167 3.07 2.66
779725735 564.187 341.938 564.187 341.938 3.07 2.67
779725768 558.429 349.296 558.429 349.296 3.08 2.68
779725785 554.392 350.803 554.392 350.803 3.08 2.68
779725819 795.726 261.622 795.726 261.622 3.07 2.69
779725835 877.083 243.042 877.083 243.042 3.07 2.69
779725869 875.621 220.416 875.621 220.416 3.07 2.71
779725885 878.096 210.102 878.096 210.102 3.07 2.72
779725902 876.651 208.548 876.651 208.548 3.07 2.72
779725918 875.839 208.229 875.839 208.229 3.07 2.72
779725935 874.472 208.799 874.472 208.799 3.06 2.73
779725952 872.384 208.658 872.384 208.658 3.06 2.73
779725968 871.407 208.771 871.407 208.771 3.07 2.73
779725985 873.953 209.393 873.953 209.393 3.07 2.74
779726002 872.895 208.621 872.895 208.621 3.06 2.74
779726018 870.078 204.883 870.078 204.883 3.06 2.73
779726035 871.856 198.041 871.856 198.041 3.06 2.73
779726052 869.868 199.343 869.868 199.343 3.05 2.72
779726069 868.487 199.599 868.487 199.599 3.05 2.71
779726085 827.054 200.611 827.054 200.611 3.06 2.7
779726102 747.124 200.698 747.124 200.698 3.05 2.7
779726135 574.811 214.029 574.811 214.029 3.05 2.69
779726169 576.249 226.064 576.249 226.064 3.04 2.68
779726185 581.306 233.53 581.306 233.53 3.03 2.67
779726219 576.819 238.449 576.819 238.449 3.04 2.67
779726235 576.359 240.819 576.359 240.819 3.03 2.66
779726252 577.849 241.373 577.849 241.373 3.03 2.65
779726269 484.501 247.049 484.501 247.049 3.03 2.64
779726285 415.022 285.026 415.022 285.026 3.02 2.63
779726302 412.241 304.234 412.241 304.234 3.03 2.62
779726319 402.667 315.61 402.667 315.61 3.04 2.62
779726335 402.391 320.235 402.391 320.235 3.04 2.61
779726352 408.43 323.446 408.43 323.446 3.04 2.62
779726369 409.245 322.057 409.245 322.057 3.03 2.62
779726385 406.503 321.562 406.503 321.562 3.03 2.61
779726402 404.779 321.69 404.779 321.69 3.03 2.6
779726419 404.814 322.393 404.814 322.393 3.04 2.6
779726435 405.931 320.083 405.931 320.083 3.03 2.61
779726452 407.734 318.82 407.734 318.82 3.02 2.61
779726485 406.264 318.704 406.264 318.704 3.03 2.6
779726519 405.632 316.262 405.632 316.262 3.03 2.61
779726535 406.225 313.203 406.225 313.203 3.02 2.6
779726552 407.845 310.023 407.845 310.023 3.01 2.6
779726569 407.261 309.239 407.261 309.239 3.02 2.6
779726585 406.179 307.119 406.179 307.119 3.01 2.61
779726602 407.36 305.355 407.36 305.355 3 2.61
779726619 409.198 304.644 409.198 304.644 3 2.6
779726635 409.802 304.68 409.802 304.68 3.01 2.61
779726652 409.878 319.243 409.878 319.243 3 2.62
779726685 410.985 331.75 410.985 331.75 3 2.63
779726702 411.596 346.708 411.596 346.708 3 2.63
779726735 412.576 350.977 412.576 350.977 3 2.63
779726769 416.004 346.172 416.004 346.172 3.01 2.63
779726785 417.425 352.283 417.425 352.283 3.02 2.62
779726802 416.417 355.845 416.417 355.845 3.01 2.61
779726819 416.513 355.066 416.513 355.066 3 2.61
779726836 417.13 356.162 417.13 356.162 3.01 2.62
779726852 418.132 355.358 418.132 355.358 3.01 2.63
779726886 749.455 212.677 749.455 212.677 3.01 2.63
779726902 853.456 206.949 853.456 206.949 3.02 2.65
779726919 867.267 202.058 867.267 202.058 3.02 2.67
779726936 878.895 196.427 878.895 196.427 3.03 2.69
779726952 879.356 193.395 879.356 193.395 3.03 2.7
14-same9->S
15-different6 0
779728336 577.371 215.015 577.371 215.015 3.11 2.77
779728353 579.263 214.196 579.263 214.196 3.12 2.78
779728403 580.451 219.208 580.451 219.208 3.14 2.79
779728420 578.754 220.905 578.754 220.905 3.15 2.8
779728453 579.41 222.377 579.41 222.377 3.17 2.8
779728486 579.04 225.182 579.04 225.182 3.18 2.81
779728503 578.905 219.019 578.905 219.019 3.19 2.82
779728520 577.971 224.86 577.971 224.86 3.2 2.84
779728536 578.426 221.811 578.426 221.811 3.21 2.84
779728553 578.97 225.902 578.97 225.902 3.23 2.84
779728570 579.686 226.123 579.686 226.123 3.23 2.85
779728586 580.386 227.305 580.386 227.305 3.23 2.86
779728603 560.591 370.952 560.591 370.952 3.23 2.86
779728620 554.69 372.041 554.69 372.041 3.25 2.85
779728636 546.057 374.382 546.057 374.382 3.26 2.85
779728653 538.291 383.512 538.291 383.512 3.27 2.86
779728670 536.993 380.515 536.993 380.515 3.28 2.87
779728703 530.252 382.995 530.252 382.995 3.29 2.87
779728720 528.965 383.104 528.965 383.104 3.3 2.86
779728753 534.336 382.807 534.336 382.807 3.32 2.88
779728770 529.757 381.956 529.757 381.956 3.34 2.89
