suj,sujnum,oracion,trial,fixn,screenpos,wn,pos,dur,longoracion,ojoDI,pupila,blink,amp_sac,gaze,nf,fixY
2019_05_30_18_20_54,1,0071,0071,28,1612.9,0,0,395,7,1,3.04606,0,1.35378,2581,28,758.317
2019_05_30_18_20_54,1,0073,0073,1,682.75,1,7.375,47,8,0,2.7624,0,0,2131,28,464
2019_05_30_18_20_54,1,0073,0073,2,632.111,1,4,114,8,0,2.76445,0,1.37862,2131,28,436.222
2019_05_30_18_20_54,1,0073,0073,3,633.778,1,4.22222,54,8,0,2.79493,0,1.15443,2131,28,387.889
2019_05_30_18_20_54,1,0073,0073,4,610.545,1,2.54545,67,8,0,2.83551,0,1.26748,2131,28,435.636
2019_05_30_18_20_54,1,0073,0073,5,626.125,1,3.625,47,8,0,2.79319,0,0.903907,2131,28,401.125
2019_05_30_18_20_54,1,0073,0073,6,765.25,2,12.3333,73,8,0,2.80879,0,3.35333,2131,28,421.583
2019_05_30_18_20_54,1,0073,0073,7,814.2,2.2,15.4,60,8,0,2.73142,0,1.65166,2131,28,470.5
2019_05_30_18_20_54,1,0073,0073,8,776.308,2,13.2308,80,8,0,2.80173,0,1.50547,2131,28,420.077
2019_05_30_18_20_54,1,0073,0073,9,855.9,2.9,17.9,60,8,0,2.81334,0,2.06799,2131,28,385.8
2019_05_30_18_20_54,1,0073,0073,10,902.222,3.16667,20.8889,114,8,0,2.79208,0,1.51454,2131,28,429.167
2019_05_30_18_20_54,1,0073,0073,11,889.6,3.1,20.1,60,8,0,2.81493,0,0.366888,2131,28,420.4
2019_05_30_18_20_54,1,0073,0073,12,983.2,4.6,26.1,60,8,0,2.82149,0,2.52286,2131,28,469.6
2019_05_30_18_20_54,1,0073,0073,13,961.357,4.07143,24.4286,87,8,0,2.7981,0,1.20538,2131,28,424.071
2019_05_30_18_20_54,1,0073,0073,14,1062.86,6,30.9286,87,8,0,2.84454,0,2.42485,2131,28,418.929
2019_05_30_18_20_54,1,0073,0073,15,1052.29,6,30.3333,154,8,0,2.83214,0,0.924983,2131,28,456.208
2019_05_30_18_20_54,1,0073,0073,16,1132.88,6.125,35.375,47,8,0,2.8453,0,2.03548,2131,28,428.25
2019_05_30_18_20_54,1,0073,0073,17,1118,6.2,34.4667,94,8,0,2.87095,0,0.888475,2131,28,394.133
2019_05_30_18_20_54,1,0073,0073,18,1222.75,8.5,41.125,47,8,0,2.85934,0,2.77786,2131,28,445
2019_05_30_18_20_54,1,0073,0073,19,1229,8.71429,41.4286,134,8,0,2.86818,0,0.566798,2131,28,422.095
2019_05_30_18_20_54,1,0073,0073,20,1260.67,9,43.3333,53,8,0,2.93089,0,0.801265,2131,28,433.222
2019_05_30_18_20_54,1,0073,0073,21,1344.67,3.6,19.2,94,8,0,2.877,0,2.11376,2131,28,461.333
2019_05_30_18_20_54,1,0073,0073,22,1334.42,7.5,39.8333,74,8,0,2.91076,0,0.525921,2131,28,441.833
2019_05_30_18_20_54,1,0073,0073,23,1713,0,0,54,8,0,2.99135,0,10.9174,2131,28,708.222
2019_05_30_18_20_54,1,0073,0073,24,1710,0,0,74,8,0,2.91449,0,0.69864,2131,28,737.333
2019_05_30_18_20_54,1,0073,0073,25,1768.58,0,0,74,8,0,2.88738,0,1.57732,2131,28,706.75
2019_05_30_18_20_54,1,0073,0073,26,1721.6,0,0,61,8,0,2.9663,0,1.60739,2131,28,755
2019_05_30_18_20_54,1,0073,0073,27,1736.62,0,0,81,8,0,2.97478,0,0.753626,2131,28,727.231
2019_05_30_18_20_54,1,0073,0073,28,1685.46,0,0,80,8,0,3.05116,0,1.44411,2131,28,759.538
2019_05_30_18_20_54,1,0073,0073,1,614.773,0.954545,2.81818,141,8,1,3.05696,0,0,2019,27,443.864
2019_05_30_18_20_54,1,0073,0073,2,589.9,0.7,1.5,60,8,1,3.03459,0,1.53624,2019,27,384.5
2019_05_30_18_20_54,1,0073,0073,3,571.2,0.3,0.3,60,8,1,3.02882,0,1.53653,2019,27,446.1
2019_05_30_18_20_54,1,0073,0073,4,722,1.55556,9.66667,53,8,1,3.02933,0,3.59709,2019,27,450.667
2019_05_30_18_20_54,1,0073,0073,5,740.125,1.875,10.875,47,8,1,3.02389,0,0.892678,2019,27,483.375
2019_05_30_18_20_54,1,0073,0073,6,749.87,1.82609,11.2609,147,8,1,2.93203,0,2.01248,2019,27,399.609
2019_05_30_18_20_54,1,0073,0073,7,831.063,2.5,16.625,100,8,1,2.95385,0,1.93844,2019,27,401.938
2019_05_30_18_20_54,1,0073,0073,8,840.5,2.375,17,46,8,1,2.95733,0,1.42764,2019,27,461
2019_05_30_18_20_54,1,0073,0073,9,849,2.81818,17.8182,67,8,1,2.9263,0,1.39276,2019,27,403.273
2019_05_30_18_20_54,1,0073,0073,10,916.636,3.45455,21.8182,66,8,1,2.83843,0,1.99953,2019,27,452.727
2019_05_30_18_20_54,1,0073,0073,11,951.667,4,23.8667,94,8,1,2.95221,0,1.38253,2019,27,406.6
2019_05_30_18_20_54,1,0073,0073,12,1000.67,5.11111,27.1111,53,8,1,3.01021,0,1.21688,2019,27,420.667
2019_05_30_18_20_54,1,0073,0073,13,999.714,5,27.0714,87,8,1,2.93167,0,0.181619,2019,27,428.214
2019_05_30_18_20_54,1,0073,0073,14,1050.73,5.93333,30.2667,93,8,1,2.89551,0,1.21956,2019,27,430.933
2019_05_30_18_20_54,1,0073,0073,15,1172,7,37.8,60,8,1,2.9592,0,2.92132,2019,27,413.8
2019_05_30_18_20_54,1,0073,0073,16,1128.73,6.06667,34.9333,93,8,1,2.95997,0,1.03301,2019,27,413
2019_05_30_18_20_54,1,0073,0073,17,1189.08,7.15385,38.8462,80,8,1,3.04919,0,1.51619,2019,27,432.846
2019_05_30_18_20_54,1,0073,0073,18,1211.36,8.27273,40.2727,67,8,1,3.12041,0,0.790347,2019,27,408.364
2019_05_30_18_20_54,1,0073,0073,19,1317.58,8.08333,42.75,74,8,1,2.99944,0,2.93032,2019,27,470.083
2019_05_30_18_20_54,1,0073,0073,20,1334.5,4.5,23.5,60,8,1,3.02818,0,0.990398,2019,27,432.2
2019_05_30_18_20_54,1,0073,0073,21,1290.56,9,45.1111,53,8,1,3.0169,0,1.2455,2019,27,460.333
2019_05_30_18_20_54,1,0073,0073,22,1678,0,0,48,8,1,2.84176,0,11.197,2019,27,735.25
2019_05_30_18_20_54,1,0073,0073,23,1652.67,0,0,54,8,1,2.9076,0,0.787653,2019,27,714.111
2019_05_30_18_20_54,1,0073,0073,24,1741.39,0,0,114,8,1,2.8122,0,2.13957,2019,27,701.167
2019_05_30_18_20_54,1,0073,0073,25,1717.55,0,0,67,8,1,2.89431,0,1.05835,2019,27,738.545
2019_05_30_18_20_54,1,0073,0073,26,1689.88,0,0,47,8,1,2.81279,0,0.681645,2019,27,731.5
2019_05_30_18_20_54,1,0073,0073,27,1666.79,0,0,88,8,1,2.85099,0,0.83009,2019,27,757.5
2019_05_30_18_20_54,1,0076,0076,1,633.667,1,5.11111,114,8,0,2.82036,0,0,2174,23,473.222
2019_05_30_18_20_54,1,0076,0076,2,608,1,3.41667,73,8,0,2.84932,0,2.25356,2174,23,382.333
2019_05_30_18_20_54,1,0076,0076,3,619.125,1,4.25,100,8,0,2.79136,0,1.13938,2174,23,428.75
2019_05_30_18_20_54,1,0076,0076,4,694.273,1,8.81818,67,8,0,2.78212,0,1.8443,2174,23,410.727
2019_05_30_18_20_54,1,0076,0076,5,800.6,3,15.6,60,8,0,2.84294,0,2.72613,2174,23,452.6
2019_05_30_18_20_54,1,0076,0076,6,793,3,14.9286,87,8,0,2.72872,0,0.399315,2174,23,467.5
2019_05_30_18_20_54,1,0076,0076,7,814.455,3,16.4545,141,8,0,2.82317,0,1.65225,2174,23,401.682
2019_05_30_18_20_54,1,0076,0076,8,884.556,3.55556,20.7778,53,8,0,2.88668,0,1.9104,2174,23,440.333
2019_05_30_18_20_54,1,0076,0076,9,935.1,4,24,60,8,0,2.89316,0,1.23611,2174,23,451.6
2019_05_30_18_20_54,1,0076,0076,10,911.882,4,22.3529,107,8,0,2.90764,0,0.773487,2174,23,429
2019_05_30_18_20_54,1,0076,0076,11,1037.88,5.125,30.3125,101,8,0,2.92337,0,3.03356,2174,23,446.375
2019_05_30_18_20_54,1,0076,0076,12,1057.44,5.88889,31.8889,113,8,0,2.99859,0,0.503594,2174,23,438.5
2019_05_30_18_20_54,1,0076,0076,13,1140.63,6.125,36.9375,101,8,0,2.92465,0,1.99256,2174,23,431.25
2019_05_30_18_20_54,1,0076,0076,14,1149,6.5,37.5,113,8,0,2.9774,0,0.749308,2174,23,401
2019_05_30_18_20_54,1,0076,0076,15,1313.5,9,47.6429,88,8,0,2.99591,0,4.08314,2174,23,448.857
2019_05_30_18_20_54,1,0076,0076,16,1329.61,9,48.7143,180,8,0,3.03332,0,0.906598,2174,23,414.464
2019_05_30_18_20_54,1,0076,0076,17,1380.56,0.5625,3,101,8,0,3.01907,0,1.42409,2174,23,445.5
2019_05_30_18_20_54,1,0076,0076,18,1365.22,3,16.6667,53,8,0,2.9979,0,0.386439,2174,23,450.667
2019_05_30_18_20_54,1,0076,0076,19,1712.89,0,0,114,8,0,3.03819,0,10.6169,2174,23,736.167
2019_05_30_18_20_54,1,0076,0076,20,1696.08,0,0,74,8,0,2.98316,0,0.409414,2174,23,732.75
2019_05_30_18_20_54,1,0076,0076,21,1744.75,0,0,73,8,0,2.96828,0,1.16225,2174,23,731.25
2019_05_30_18_20_54,1,0076,0076,22,1744.72,0,0,114,8,0,2.95518,0,0.545766,2174,23,754.111
2019_05_30_18_20_54,1,0076,0076,23,1735.71,0,0,87,8,0,3.01721,0,0.538381,2174,23,774.786
2019_05_30_18_20_54,1,0076,0076,1,558.643,0.5,0.5,88,8,1,3.08165,0,0,2093,24,499.929
2019_05_30_18_20_54,1,0076,0076,2,557.375,0.375,0.5,47,8,1,3.03708,0,2.08655,2093,24,412.5
2019_05_30_18_20_54,1,0076,0076,3,560.222,0.555556,0.666667,54,8,1,3.05768,0,0.583555,2093,24,436.778
2019_05_30_18_20_54,1,0076,0076,4,572.692,0.538462,1.23077,81,8,1,3.03655,0,0.384946,2093,24,447
2019_05_30_18_20_54,1,0076,0076,5,658.1,1,6.8,60,8,1,3.01547,0,2.22101,2093,24,410
2019_05_30_18_20_54,1,0076,0076,6,781.2,2.86667,14.4,94,8,1,2.98721,0,3.10372,2093,24,452.2
2019_05_30_18_20_54,1,0076,0076,7,763.889,2.48148,13.3333,174,8,1,2.9287,0,1.1175,2093,24,408.704
2019_05_30_18_20_54,1,0076,0076,8,758.25,2.375,12.875,47,8,1,3.04391,0,0.171547,2093,24,404.25
2019_05_30_18_20_54,1,0076,0076,9,900.875,3.875,21.875,47,8,1,3.06165,0,3.40401,2093,24,410.25
2019_05_30_18_20_54,1,0076,0076,10,886.414,3.89655,21.0345,188,8,1,3.12903,0,1.43137,2093,24,468.448
2019_05_30_18_20_54,1,0076,0076,11,1002.78,5,28.2174,147,8,1,3.0851,0,2.86643,2093,24,438.478
2019_05_30_18_20_54,1,0076,0076,12,1011.67,5,28.8,94,8,1,3.06978,0,1.19158,2093,24,487.6
2019_05_30_18_20_54,1,0076,0076,13,1155.46,6.92308,37.8462,80,8,1,3.09522,0,3.57995,2093,24,444.385
2019_05_30_18_20_54,1,0076,0076,14,1161.67,6.75,38.0833,74,8,1,3.11973,0,1.23744,2093,24,392.917
2019_05_30_18_20_54,1,0076,0076,15,1088.44,6,33.6667,54,8,1,3.11452,0,1.77204,2093,24,405.222
2019_05_30_18_20_54,1,0076,0076,16,1268.56,8.77778,44.7778,54,8,1,3.11812,0,4.44383,2093,24,453.667
2019_05_30_18_20_54,1,0076,0076,17,1345.5,9,49.625,100,8,1,3.04921,0,2.21991,2093,24,401.375
2019_05_30_18_20_54,1,0076,0076,18,1284.75,9,45.75,74,8,1,3.07823,0,1.48603,2093,24,387.75
2019_05_30_18_20_54,1,0076,0076,19,1326.72,9,48.5556,114,8,1,3.07417,0,2.42178,2093,24,480.167
2019_05_30_18_20_54,1,0076,0076,20,1697.44,0,0,53,8,1,3.07476,0,10.559,2093,24,730.556
2019_05_30_18_20_54,1,0076,0076,21,1718.75,0,0,74,8,1,2.96877,0,0.520407,2093,24,735.167
2019_05_30_18_20_54,1,0076,0076,22,1705.92,0,0,80,8,1,2.90769,0,0.843771,2093,24,702.231
2019_05_30_18_20_54,1,0076,0076,23,1726.22,0,0,54,8,1,2.87663,0,1.18547,2093,24,747.556
2019_05_30_18_20_54,1,0076,0076,24,1716.76,0,0,161,8,1,3.14063,0,0.535214,2093,24,767.88
2019_05_30_18_20_54,1,0084,0084,1,658.125,0.5,0.5,47,4,0,2.89942,0,0,1528,19,451.625
2019_05_30_18_20_54,1,0084,0084,2,701.875,0.875,3.375,47,4,0,2.87525,0,1.30806,1528,19,484.625
2019_05_30_18_20_54,1,0084,0084,3,645.75,0.25,0.25,47,4,0,2.859,0,1.82803,1528,19,432.5
2019_05_30_18_20_54,1,0084,0084,4,683.467,1,2,94,4,0,2.83942,0,0.936327,1528,19,421.733
2019_05_30_18_20_54,1,0084,0084,5,775.75,1,8,74,4,0,2.90419,0,2.20387,1528,19,418
2019_05_30_18_20_54,1,0084,0084,6,818.769,1.07692,10.6154,80,4,0,2.93248,0,1.07547,1528,19,431.385
2019_05_30_18_20_54,1,0084,0084,7,900.395,2,15.8421,248,4,0,2.81224,0,2.27837,1528,19,381.842
2019_05_30_18_20_54,1,0084,0084,8,1084.56,3.66667,27.3333,53,4,0,2.96535,0,4.70093,1528,19,452.778
2019_05_30_18_20_54,1,0084,0084,9,1054.24,3,25.381,135,4,0,2.92988,0,0.729685,1528,19,456.667
2019_05_30_18_20_54,1,0084,0084,10,1143.31,5,31,101,4,0,3.05146,0,2.17953,1528,19,476.875
2019_05_30_18_20_54,1,0084,0084,11,1148.07,5,31.2143,87,4,0,3.0555,0,0.1185,1528,19,478.286
2019_05_30_18_20_54,1,0084,0084,12,1248.38,4.375,32.625,47,4,0,3.0033,0,2.3982,1528,19,484.75
2019_05_30_18_20_54,1,0084,0084,13,1271.25,1.25,9.5,47,4,0,3.01771,0,0.774387,1528,19,461.75
2019_05_30_18_20_54,1,0084,0084,14,1232.42,4.16667,30,73,4,0,2.98699,0,1.10355,1528,19,436.667
2019_05_30_18_20_54,1,0084,0084,15,1154.42,5,31.75,74,4,0,2.92187,0,2.0882,1528,19,476.333
2019_05_30_18_20_54,1,0084,0084,16,1163.31,5,32.2308,80,4,0,2.92674,0,0.814693,1528,19,443.385
2019_05_30_18_20_54,1,0084,0084,17,1279.3,1,7.6,60,4,0,2.96974,0,2.89572,1528,19,479.2
2019_05_30_18_20_54,1,0084,0084,18,1272.9,0.5,3.6,60,4,0,2.9022,0,0.844681,1528,19,444.4
2019_05_30_18_20_54,1,0084,0084,19,1650.42,0,0,74,4,0,3.01069,0,10.9872,1528,19,717.5
2019_05_30_18_20_54,1,0084,0084,1,612.667,0,0,54,4,1,3.07727,0,0,1434,18,448.444
2019_05_30_18_20_54,1,0084,0084,2,663.222,0.888889,1.22222,54,4,1,3.07228,0,2.07993,1434,18,377.444
2019_05_30_18_20_54,1,0084,0084,3,642.917,0,0,73,4,1,3.16981,0,0.515178,1434,18,384.75
2019_05_30_18_20_54,1,0084,0084,4,702.625,1,3.5,47,4,1,3.05015,0,1.61826,1434,18,416.875
2019_05_30_18_20_54,1,0084,0084,5,747.176,1,6.11765,106,4,1,3.03394,0,1.41989,1434,18,456.294
2019_05_30_18_20_54,1,0084,0084,6,844.75,1.125,12,47,4,1,3.09269,0,2.56523,1434,18,411.125
2019_05_30_18_20_54,1,0084,0084,7,858.333,1.8,13.1667,195,4,1,2.95373,0,0.333951,1434,18,414.467
2019_05_30_18_20_54,1,0084,0084,8,1004.67,2,22.3333,54,4,1,2.94901,0,3.58849,1434,18,449.667
2019_05_30_18_20_54,1,0084,0084,9,1017.71,2.21429,23.1429,87,4,1,2.93788,0,0.446583,1434,18,463.071
2019_05_30_18_20_54,1,0084,0084,10,1092.13,4.5,27.875,47,4,1,3.0115,0,2.00289,1434,18,424.25
2019_05_30_18_20_54,1,0084,0084,11,1102.35,4.91304,28.3913,148,4,1,3.00724,0,1.47245,1434,18,485.087
2019_05_30_18_20_54,1,0084,0084,12,1146.27,5,31,67,4,1,3.12647,0,1.52288,1434,18,531.364
2019_05_30_18_20_54,1,0084,0084,13,1220.22,5,35.7778,53,4,1,3.1567,0,3.44329,1434,18,407.333
2019_05_30_18_20_54,1,0084,0084,14,1154.2,5,31.7333,94,4,1,3.09582,0,2.47233,1434,18,487.2
2019_05_30_18_20_54,1,0084,0084,15,1147.42,5,31.3333,73,4,1,3.07745,0,0.904633,1434,18,449.917
2019_05_30_18_20_54,1,0084,0084,16,1224.24,5,35.9524,135,4,1,3.13122,0,1.9563,1434,18,478.524
2019_05_30_18_20_54,1,0084,0084,17,1225.88,4.375,30.75,47,4,1,3.10874,0,0.798263,1434,18,445.125
2019_05_30_18_20_54,1,0084,0084,18,1633,0,0,53,4,1,3.09564,0,11.4024,1434,18,706.889
2019_05_30_18_20_54,1,0087,0087,1,719.75,1,3.16667,74,6,0,2.90641,0,0,1506,18,469.167
2019_05_30_18_20_54,1,0087,0087,2,669.733,0.133333,0.133333,93,6,0,2.85709,0,1.96674,1506,18,403.667
2019_05_30_18_20_54,1,0087,0087,3,719.938,1,3.125,100,6,0,2.93513,0,1.27835,1506,18,422.313
2019_05_30_18_20_54,1,0087,0087,4,754.333,1,5,53,6,0,2.81402,0,0.821701,1506,18,421
2019_05_30_18_20_54,1,0087,0087,5,799.5,1.875,8.125,47,6,0,2.79551,0,1.15518,1506,18,438.375
2019_05_30_18_20_54,1,0087,0087,6,845.267,2,10.8667,93,6,0,2.83337,0,1.10192,1506,18,444.4
2019_05_30_18_20_54,1,0087,0087,7,910.625,2.875,15,47,6,0,2.8818,0,1.64049,1506,18,423.125
2019_05_30_18_20_54,1,0087,0087,8,939.667,3,16.8333,74,6,0,2.84508,0,0.857297,1506,18,444.25
2019_05_30_18_20_54,1,0087,0087,9,928.538,3,16.2308,168,6,0,2.89473,0,0.307439,1506,18,437.769
2019_05_30_18_20_54,1,0087,0087,10,1042.89,4.55556,23.4444,54,6,0,2.88408,0,2.784,1506,18,414.444
2019_05_30_18_20_54,1,0087,0087,11,1028.35,4.11765,22.2353,107,6,0,2.8834,0,1.03503,1506,18,455.294
2019_05_30_18_20_54,1,0087,0087,12,1070.5,5.25,24.875,47,6,0,2.90744,0,1.14664,1506,18,432.25
2019_05_30_18_20_54,1,0087,0087,13,1172.25,7,31.3333,74,6,0,2.94304,0,2.42974,1506,18,428.083
2019_05_30_18_20_54,1,0087,0087,14,1179.64,7,31.8182,67,6,0,2.99786,0,1.04167,1506,18,471.091
2019_05_30_18_20_54,1,0087,0087,15,1172.96,7,31.2593,174,6,0,2.93181,0,0.772091,1506,18,439.444
2019_05_30_18_20_54,1,0087,0087,16,1226.71,5.76471,28.4118,107,6,0,2.87494,0,1.39338,1506,18,462.235
2019_05_30_18_20_54,1,0087,0087,17,1635.22,0,0,53,6,0,3.07278,0,11.472,1506,18,727.444
2019_05_30_18_20_54,1,0087,0087,18,1645.33,0,0,74,6,0,2.99687,0,0.899665,1506,18,763.75
2019_05_30_18_20_54,1,0087,0087,1,673.833,0.416667,0.416667,74,6,1,3.17237,0,0,1532,18,475.25
2019_05_30_18_20_54,1,0087,0087,2,603.7,0,0,60,6,1,3.14904,0,1.73263,1532,18,456.5
2019_05_30_18_20_54,1,0087,0087,3,646.714,0,0,87,6,1,3.19936,0,1.28892,1532,18,423.857
2019_05_30_18_20_54,1,0087,0087,4,697.882,0.882353,1.70588,107,6,1,3.12139,0,1.26685,1532,18,409.765
2019_05_30_18_20_54,1,0087,0087,5,694.4,0.9,1.5,60,6,1,3.10711,0,1.8904,1532,18,488.9
2019_05_30_18_20_54,1,0087,0087,6,778.667,1.11111,6.77778,114,6,1,2.99692,0,2.23914,1532,18,447.611
2019_05_30_18_20_54,1,0087,0087,7,792.9,1.4,7.5,60,6,1,3.04513,0,0.520416,1532,18,431.1
2019_05_30_18_20_54,1,0087,0087,8,886.091,2.90909,13.2727,67,6,1,3.00466,0,2.27334,1532,18,450.909
2019_05_30_18_20_54,1,0087,0087,9,893.941,3,14,107,6,1,3.04228,0,1.03577,1532,18,408.235
2019_05_30_18_20_54,1,0087,0087,10,897.533,3,14.0667,93,6,1,3.05774,0,0.580168,1532,18,384.2
2019_05_30_18_20_54,1,0087,0087,11,1027.75,4.25,22.25,47,6,1,3.10368,0,3.46027,1532,18,448.25
2019_05_30_18_20_54,1,0087,0087,12,1001.57,4,20.5,87,6,1,3.04732,0,0.626353,1532,18,446.5
2019_05_30_18_20_54,1,0087,0087,13,1182.06,6.875,32,100,6,1,3.09282,0,4.30269,1532,18,451.688
2019_05_30_18_20_54,1,0087,0087,14,1142.58,7,29.4545,214,6,1,3.06423,0,0.967973,1532,18,460.909
2019_05_30_18_20_54,1,0087,0087,15,1220.33,5.25,25.4167,74,6,1,3.12325,0,1.99465,1532,18,430.25
2019_05_30_18_20_54,1,0087,0087,16,1231,3.11111,14.6667,54,6,1,3.09347,0,0.597443,1532,18,452.889
2019_05_30_18_20_54,1,0087,0087,17,1626.92,0,0,80,6,1,3.10682,0,11.3178,1532,18,724.846
2019_05_30_18_20_54,1,0087,0087,18,1645.63,0,0,47,6,1,3.13834,0,0.826856,1532,18,754
2019_05_30_18_20_54,1,0093,0093,1,611.182,0.272727,0.636364,67,8,0,2.89561,0,0,1540,17,422.273
2019_05_30_18_20_54,1,0093,0093,2,632.444,0.888889,1.77778,54,8,0,2.80666,0,0.746861,1540,17,445.222
2019_05_30_18_20_54,1,0093,0093,3,669.5,1.375,3.875,47,8,0,2.77323,0,0.900107,1540,17,438.25
2019_05_30_18_20_54,1,0093,0093,4,675.895,1.26316,4.26316,120,8,0,2.75064,0,0.971639,1540,17,398.053
2019_05_30_18_20_54,1,0093,0093,5,747.667,2,8.75,154,8,0,2.81823,0,1.79267,1540,17,420.208
2019_05_30_18_20_54,1,0093,0093,6,837.2,3,14.5,60,8,0,2.73503,0,2.41928,1540,17,467.8
2019_05_30_18_20_54,1,0093,0093,7,866.826,3.43478,16.2609,147,8,0,2.7505,0,1.82496,1540,17,397.304
2019_05_30_18_20_54,1,0093,0093,8,954.167,5,21.6667,74,8,0,2.90323,0,2.14144,1540,17,417.917
2019_05_30_18_20_54,1,0093,0093,9,941.933,4.86667,21.1333,93,8,0,2.84853,0,0.401108,1540,17,406.4
2019_05_30_18_20_54,1,0093,0093,10,1053.38,5.96154,27.8462,168,8,0,2.88763,0,2.71073,1540,17,428.538
2019_05_30_18_20_54,1,0093,0093,11,1184.75,8.83333,36.0833,74,8,0,2.89863,0,3.16216,1540,17,446.5
2019_05_30_18_20_54,1,0093,0093,12,1189.43,9,36.2143,87,8,0,2.88621,0,0.445649,1540,17,464.571
2019_05_30_18_20_54,1,0093,0093,13,1158.82,8.27273,34.5455,67,8,0,3.05481,0,0.820837,1540,17,448.909
2019_05_30_18_20_54,1,0093,0093,14,1138,7,33.2667,93,8,0,3.03209,0,0.556013,1540,17,438.467
2019_05_30_18_20_54,1,0093,0093,15,1259.43,9,40.9048,134,8,0,3.0652,0,2.92862,1540,17,456.619
2019_05_30_18_20_54,1,0093,0093,16,1701.5,0,0,47,8,0,3.00932,0,12.0858,1540,17,718.625
2019_05_30_18_20_54,1,0093,0093,17,1684.56,0,0,54,8,0,2.97428,0,1.0894,1540,17,761
2019_05_30_18_20_54,1,0093,0093,1,566.333,0,0,54,8,1,3.1323,0,0,1604,19,441.889
2019_05_30_18_20_54,1,0093,0093,2,581.444,0,0,53,8,1,3.16007,0,0.425418,1604,19,451.333
2019_05_30_18_20_54,1,0093,0093,3,641.5,1,2.125,47,8,1,3.17311,0,1.50587,1604,19,432
2019_05_30_18_20_54,1,0093,0093,4,640.75,0.916667,2,73,8,1,3.12378,0,1.02861,1604,19,388.917
2019_05_30_18_20_54,1,0093,0093,5,711.375,2,6.70833,154,8,1,2.99468,0,1.77672,1604,19,412.458
2019_05_30_18_20_54,1,0093,0093,6,837.303,2.9697,14.1818,214,8,1,2.93646,0,3.01654,1604,19,400.758
2019_05_30_18_20_54,1,0093,0093,7,912.308,4,19.2308,81,8,1,2.99453,0,1.79292,1604,19,405
2019_05_30_18_20_54,1,0093,0093,8,920.765,4.11765,19.4706,107,8,1,3.07023,0,0.341357,1604,19,416.529
2019_05_30_18_20_54,1,0093,0093,9,1022.19,5.0625,25.8125,100,8,1,3.05963,0,2.47692,1604,19,438.688
2019_05_30_18_20_54,1,0093,0093,10,1039.73,5.90909,27.0909,67,8,1,3.09381,0,0.66566,1604,19,460.364
2019_05_30_18_20_54,1,0093,0093,11,1143,7,33.5,47,8,1,3.03838,0,2.58831,1604,19,427.125
2019_05_30_18_20_54,1,0093,0093,12,1102,7,31,60,8,1,3.07878,0,1.38527,1604,19,468.2
2019_05_30_18_20_54,1,0093,0093,13,1140.69,7,33.375,100,8,1,3.11156,0,0.927752,1604,19,464.5
2019_05_30_18_20_54,1,0093,0093,14,1114.13,6.75,31.75,100,8,1,3.10209,0,0.651438,1604,19,458.25
2019_05_30_18_20_54,1,0093,0093,15,1238.07,9,39.4667,94,8,1,3.19429,0,3.01092,1604,19,482.2
2019_05_30_18_20_54,1,0093,0093,16,1247.42,9,40.0833,73,8,1,3.15829,0,0.825302,1604,19,448.917
2019_05_30_18_20_54,1,0093,0093,17,1633.2,0,0,60,8,1,3.04842,0,11.1655,1604,19,723.8
2019_05_30_18_20_54,1,0093,0093,18,1664.1,0,0,60,8,1,3.01038,0,0.956373,1604,19,749.3
2019_05_30_18_20_54,1,0093,0093,19,1633.3,0,0,60,8,1,3.02393,0,0.73698,1604,19,747.2
2019_05_30_18_20_54,1,0096,0096,1,646.1,1,2.46667,194,9,0,2.76301,0,0,1366,13,481.833
2019_05_30_18_20_54,1,0096,0096,2,710.833,1.91667,6.58333,74,9,0,2.77387,0,1.6657,1366,13,455.75
2019_05_30_18_20_54,1,0096,0096,3,791.571,2.2381,11.4762,134,9,0,2.81431,0,2.11708,1366,13,492.524
2019_05_30_18_20_54,1,0096,0096,4,850.2,3,15.1,61,9,0,2.82633,0,1.53985,1366,13,465.6
2019_05_30_18_20_54,1,0096,0096,5,892.462,3.69231,17.6923,81,9,0,2.82452,0,1.06228,1366,13,479.538
2019_05_30_18_20_54,1,0096,0096,6,952.737,4.10526,21.5789,120,9,0,2.87832,0,1.73646,1366,13,438.789
2019_05_30_18_20_54,1,0096,0096,7,949.375,4,21.375,47,9,0,2.82223,0,0.139699,1366,13,434
2019_05_30_18_20_54,1,0096,0096,8,959.667,4.33333,22,53,9,0,2.85586,0,1.41908,1366,13,492.556
2019_05_30_18_20_54,1,0096,0096,9,1077.03,6.32258,29.3226,201,9,0,2.8961,0,3.08722,1366,13,437.968
2019_05_30_18_20_54,1,0096,0096,10,1034.5,5.75,26.625,47,9,0,2.88458,0,1.01625,1366,13,436.125
2019_05_30_18_20_54,1,0096,0096,11,1045.05,5.84211,27.3684,120,9,0,2.87584,0,0.251938,1366,13,436.211
2019_05_30_18_20_54,1,0096,0096,12,1260.87,10,40.8667,94,9,0,2.9249,0,5.22548,1366,13,476.2
2019_05_30_18_20_54,1,0096,0096,13,1233.5,10,39.0909,140,9,0,2.92796,0,1.03143,1366,13,509.636
2019_05_30_18_20_54,1,0096,0096,1,601.533,0,0,94,9,1,3.00649,0,0,1431,14,485.933
2019_05_30_18_20_54,1,0096,0096,2,620.857,0.5,1.14286,87,9,1,2.92083,0,0.715918,1431,14,463
